date,win_L126_F5_off_ret_rt1.5,win_L126_F5_voltgt10_ret_rt1.5,wdo_L126_F5_off_ret_rt1.5,wdo_L126_F5_voltgt10_ret_rt1.5,comboA_50_50_off_ret_rt1.5,comboB_50_50_voltgt10_ret_rt1.5
2004-12-09,-0.018337363689751432,-0.010640665105019155,-0.0023490991254450705,-0.003822654038440352,-0.010343231407598252,-0.0072316595717297535
2004-12-10,0.015959249979963026,0.009256224236852378,-0.0038915203690528624,-0.006334972484970933,0.006033864805455081,0.001460625875940723
2004-12-13,0.010926002230148167,0.0053732279520497936,0.006488779066096852,0.007594132008633843,0.00870739064812251,0.006483679980341818
2004-12-14,0.012763681066119307,0.006365252631766584,0.004760668113850595,0.0055535855767267495,0.00876217458998495,0.005959419104246667
2004-12-15,-0.00012717677564105394,-6.631492370198628e-05,0.003144255045914566,0.0036682721056454123,0.0015085391351367559,0.001800978590971713
2004-12-16,0.009318000356137392,0.004646117370726633,0.00836807573967011,0.009761107977744753,0.008843038047903751,0.007203612674235693
2004-12-17,-0.0073109502297350444,-0.0036504770361342085,0.002238745922007323,0.002612125886987801,-0.0025361021538638606,-0.0005191755745732039
2004-12-20,-0.005557291264162349,-0.003095129599895066,0.012146919869077372,0.014267670777265071,0.0032948143024575122,0.005586270588685003
2004-12-21,0.013170795950805282,0.007164642839847476,0.0018527544943701447,0.00217312079183234,0.007511775222587714,0.0046688818158399075
2004-12-22,-0.00710299122275566,-0.003867890942819954,-0.003091310706579819,-0.0036232115441986153,-0.00509715096466774,-0.003745551243509285
2004-12-23,0.005372771437179602,0.002921135292484129,-0.0023031643535185143,-0.0026992030600677154,0.0015348035418305437,0.00011096611620820661
2004-12-27,0.0016269646114184023,0.0008827524291950433,0.0036570339518695615,0.004288425290796228,0.002641999281643982,0.0025855888599956357
2004-12-28,0.006137268531496572,0.0034999300020074537,0.0036645965736963612,0.0041144936215570145,0.004900932552596466,0.0038072118117822343
2004-12-29,0.0010314221376880527,0.0005967665968696776,0.0027480683837756846,0.0030723662587513597,0.0018897452607318686,0.0018345664278105185
2004-12-30,0.0006835550617876219,0.00039468781708595956,0.011435880140685407,0.012783293936234555,0.006059717601236515,0.006588990876660257
2005-01-03,-0.018749009837706904,-0.010893845289397948,-0.00464632734528814,-0.005192826882262456,-0.011697668591497522,-0.008043336085830202
2005-01-04,-0.034631999566019124,-0.02012040165523621,-0.0071295064788474,-0.00796843639717289,-0.020880753022433262,-0.01404441902620455
2005-01-05,-0.00708147556710514,-0.0033567885306470674,-0.007369697580246695,-0.0074626851126756225,-0.0072255865736759175,-0.005409736821661345
2005-01-06,-0.013815462069611907,-0.006388554548896825,-0.003542969866717468,-0.0035885647419228533,-0.008679215968164688,-0.004988559645409839
2005-01-07,0.014941897617679589,0.006903044700214224,0.0069857920873526175,0.007075911914229033,0.010963844852516103,0.006989478307221629
2005-01-10,-0.019039031283734208,-0.008802878721876795,0.0027354460421021875,0.0027707793280925936,-0.008151792620816011,-0.0030160496968921003
2005-01-11,0.0025583093549903973,0.0011793727691502825,-0.004377572887365466,-0.00443392571310653,-0.0009096317661875346,-0.0016272764719781235
2005-01-12,0.0049414638718565706,0.0023682749834028115,0.00014533034195046465,0.00017457383922558805,0.002543397106903518,0.0012714244113141997
2005-01-13,0.011424079100658614,0.005654020368170968,0.004313376514104838,0.00473293331209619,0.007868727807381726,0.005193476840133579
2005-01-14,0.004103609364209192,0.0020291152758796244,-0.0017803595621878469,-0.0019527487348810684,0.0011616249010106725,3.818327049927798e-05
2005-01-17,-0.017063860339317227,-0.008452461929089643,0.0030273925141767527,0.0033220287318226913,-0.007018233912570238,-0.002565216598633476
2005-01-18,-0.01803075033711142,-0.008931240559815829,-0.004336044063946755,-0.004756692617127877,-0.011183397200529088,-0.006843966588471853
2005-01-19,-0.007063109989977663,-0.003498132019153954,-0.0012887425122785573,-0.0014395089602117887,-0.0041759262511281104,-0.002468820489682871
2005-01-20,0.027892853462627366,0.013494115689578758,-0.000790638944893294,-0.0008950849772030712,0.013551107258867035,0.006299515356187843
2005-01-21,-0.008150790630483408,-0.003947032950601682,0.008762251247584561,0.00992896094471626,0.00030573030855057657,0.0029909639970572897
2005-01-24,-0.015294944547701018,-0.007404015548050413,0.008682099173968626,0.009838143432102217,-0.0033064226868661953,0.0012170639420259024
2005-01-26,-0.013061436446223382,-0.006323243951086266,0.0017622235208409795,0.00199747423835352,-0.005649606462691201,-0.0021628848563663727
2005-01-27,-0.021203668525420806,-0.008982750372316156,0.004266060861411884,0.005006327926891812,-0.008468803832004462,-0.0019882112227121713
2005-01-28,-0.003250242483800025,-0.0013663960490028159,0.00273825742464461,0.0031976367051825398,-0.00025599252957770783,0.0009156203280898618
2005-01-31,0.015308505233644926,0.006416723106348923,0.013312306750327314,0.015541929927063929,0.01431040599198612,0.010979326516706425
2005-02-01,-0.008966481499381045,-0.0037636574405630605,0.0050611687003032264,0.00590943584966905,-0.0019526563995389092,0.0010728892045529946
2005-02-02,0.018211295187141655,0.007634087577001548,-0.003639527086638808,-0.004247878223713721,0.007285884050251423,0.0016931046766439134
2005-02-03,0.010111602962812327,0.00430455356923648,0.008262711315124294,0.00990383392993296,0.00918715713896831,0.00710419374958472
2005-02-04,0.03382271471324052,0.014689833810763851,0.0007149724228496423,0.0008554660628360156,0.01726884356804508,0.007772649936799933
2005-02-09,0.021946617929426444,0.009530689367775933,-0.0012823117681554465,-0.0015311769476770549,0.010332153080635498,0.003999756210049439
2005-02-10,0.0032057993002094594,0.0013894126463076994,-0.0011265887647513592,-0.001345096659591742,0.00103960526772905,2.215799335797879e-05
2005-02-11,0.00898277617461283,0.0038990131220690695,-0.0013913329509369651,-0.0016614511695705564,0.0037957216118379333,0.0011187809762492563
2005-02-14,-0.006031787392084459,-0.0025111302765420487,0.013362606255906325,0.01794872762496614,0.0036654094319109338,0.007718798674212045
2005-02-15,0.0022697119377139588,0.0009063872514162631,0.0033465778217984707,0.004483850637771492,0.0028081448797562148,0.0026951189445938778
2005-02-16,-0.009162502012132964,-0.003676200313541326,-0.00580515657522166,-0.007772630724887771,-0.0074838292936773125,-0.005724415519214549
2005-02-17,0.026110319073897506,0.01046286251356588,0.007866783527036037,0.010537546536077885,0.01698855130046677,0.010500204524821883
2005-02-18,-0.013051614602055537,-0.005235145857377813,0.005083207002802524,0.006809635266940465,-0.003984203799626506,0.0007872447047813263
2005-02-21,0.0027894707748328897,0.001017622617558419,-0.00507722088610419,-0.005881554684208602,-0.0011438750556356503,-0.002431966033325091
2005-02-22,-0.004893980215405577,-0.0019531582291016174,-0.006219195873589535,-0.007234680287372824,-0.005556588044497556,-0.004593919258237221
2005-02-23,0.016442343994016426,0.006547053492892703,0.0036593697784761433,0.004258363384517165,0.010050856886246285,0.005402708438704934
2005-02-24,0.044832498512285636,0.01785745175347291,-0.008746294581019496,-0.010174788885182867,0.01804310196563307,0.0038413314341450215
2005-02-25,-0.0010723878769366656,-0.00043066805350744364,-0.007931813039973921,-0.00922719464418821,-0.004502100458455293,-0.004828931348847827
2005-02-28,-0.010897119809021234,-0.004217233421840713,0.014483110821333673,0.013936532605246221,0.0017929955061562208,0.004859649591702754
2005-03-01,-0.015220201314393344,-0.005758586205431442,-0.0017706187090341205,-0.0017047214594796758,-0.008495410011713733,-0.0037316538324555586
2005-03-02,0.016264608256658552,0.006146388082398504,-0.013149063715721361,-0.012658322933429441,0.0015577722704685955,-0.003255967425515468
2005-03-03,0.015911200395136837,0.006012758196690022,-0.01194043271321968,-0.011494819280453735,0.0019853838409585787,-0.002741030541881856
2005-03-04,0.01776841582451318,0.006715004843085975,0.0036836414601999126,0.0035458898669287484,0.010726028642356545,0.005130447355007362
2005-03-07,0.008001640014727508,0.0030117634754353796,8.692201404028047e-05,4.050762623311807e-05,0.0040442810143838945,0.0015261355508342487
2005-03-08,-0.015418554805150737,-0.005990476965302369,-0.011068448248665522,-0.008952235526647936,-0.01324350152690813,-0.007471356245975153
2005-03-09,-0.01815398213864841,-0.007052635715183511,-0.006071420746553529,-0.00491109950738781,-0.01211270144260097,-0.005981867611285661
2005-03-10,0.0011751917737652187,0.0004528282200593856,-0.0070244812371838,-0.005681847131969005,-0.0029246447317092905,-0.002614509455954809
2005-03-11,-0.01790621379948889,-0.006956427965060132,0.011481896346323905,0.009284408108197787,-0.0032121587265824913,0.0011639900715688276
2005-03-14,2.1308786413895443e-05,-8.922630737024834e-05,-0.018157501709424335,-0.013387684944748509,-0.00906809646150522,-0.006738455626059378
2005-03-15,-0.01886957484445298,-0.007090779171528645,-0.002990460759597184,-0.0021996118602994044,-0.010930017802025082,-0.004645195515914025
2005-03-16,0.007978972607137662,0.002993248972766783,0.0024185061855230474,0.0017761762227912084,0.005198739396330355,0.0023847125977789958
2005-03-17,0.008606262811709054,0.0032288524849844982,0.00232588397050192,0.0017080955148766088,0.005466073391105487,0.0024684739999305534
2005-03-18,-0.018255143652658654,-0.006860005367397954,0.013628868343735842,0.010016201486018563,-0.0023131376544614055,0.0015780980593103047
2005-03-21,-0.007448120051307015,-0.002917152838718897,-0.00416714633978027,-0.002982112950734298,-0.0058076331955436425,-0.0029496328947265977
2005-03-22,-0.029632565894922237,-0.011224608690058197,0.008939966405211188,0.006297286643068532,-0.010346299744855524,-0.002463661023494832
2005-03-23,-0.014603282457628044,-0.005533421989559982,-0.012090936801256688,-0.008520792273829944,-0.013347109629442366,-0.007027107131694963
2005-03-24,0.016593311642356383,0.006279891811023782,0.004233391962595022,0.002981100417766752,0.010413351802475702,0.004630496114395267
2005-03-28,-0.017368332606439274,-0.006580472349530983,-0.0024210511755648665,-0.0017075267230277206,-0.009894691891002071,-0.004143999536279351
2005-03-29,-0.01665822334615526,-0.007088299878603898,0.013361770121151936,0.009006311260990708,-0.0016482266125016612,0.0009590056911934054
2005-03-30,0.02359895036408056,0.009910435887378588,0.008833660023765035,0.005985531629775739,0.016216305193922798,0.007947983758577163
2005-03-31,0.004623540753953373,0.0019390025253034245,0.006022189030833668,0.00407994266915722,0.00532286489239352,0.0030094725972303225
2005-04-01,0.0054220422499288625,0.002274447271712948,0.004781802832836956,0.0032392204096180436,0.005101922541382909,0.0027568338406654957
2005-04-04,-0.014410572290495091,-0.0060570917281270046,-0.0012249116976685412,-0.0008320749826149253,-0.007817741994081816,-0.0034445833553709646
2005-04-05,-0.014827141900361917,-0.006554310244332331,0.013331351829075999,0.00956477684897643,-0.0007478950356429581,0.00150523330232205
2005-04-06,-0.013876299051825367,-0.006055041587680393,0.007745469894373013,0.005580772535408937,-0.0030654145787261766,-0.00023713452613572755
2005-04-07,0.023153537189280753,0.010094645187454905,0.0024251789274428053,0.001746295805046714,0.012789358058361778,0.005920470496250809
2005-04-08,-0.01678167359847088,-0.0073221519412684484,0.003543202318161113,0.0025520853196347912,-0.006619235640154884,-0.0023850333108168284
2005-04-11,-0.00012342809680171554,-5.7052378753409944e-05,0.006711725034289332,0.004835724823589978,0.0032941484687438083,0.0023893362224182845
2005-04-12,-0.01127385610038617,-0.004739027763053466,-0.0040667044871025015,-0.0031866521348110346,-0.007670280293744335,-0.003962839948932251
2005-04-13,0.006033433739928674,0.0024838481788559278,0.012205170600010997,0.009457473108100009,0.009119302169969836,0.005970660643477968
2005-04-14,0.04220115875809757,0.017393535812244246,-0.005238825455932826,-0.004061268991199451,0.018481166651082372,0.006666133410522397
2005-04-15,0.013819217891679243,0.005693439316403879,-0.008119589053498449,-0.00629380217910223,0.0028498144190903974,-0.00030018143134917535
2005-04-18,-0.008272519782145198,-0.003413600394554281,-0.006578677876272904,-0.005099627361816479,-0.007425598829209051,-0.0042566138781853806
2005-04-19,-0.027155119912598495,-0.01008037863817298,0.013126459812878029,0.010971691047518928,-0.007014330049860232,0.000445656204672975
2005-04-20,0.020404497948503037,0.007496839977382259,0.007553533061953349,0.006327195419224804,0.013979015505228193,0.006912017698303532
2005-04-22,0.012468614109465679,0.004579702299206034,0.010456003594513184,0.008758797794244228,0.011462308851989431,0.0066692500467251305
2005-04-25,-0.018076507125783684,-0.006648325460158852,0.0038962422143490293,0.003263227323284062,-0.0070901324557173274,-0.001692549068437395
2005-04-26,-0.0021946758392971145,-0.0008103508395691635,-0.0012674623713214742,-0.001062768821573007,-0.0017310691053092945,-0.0009365598305710852
2005-04-27,-0.003350190841730874,-0.0012850697034506168,0.006756506558989511,0.006175174379381236,0.0017031578586293183,0.00244505233796531
2005-04-28,-0.03248333703985421,-0.011487651488697534,-0.0002867864302521326,-0.00026314767708113777,-0.016385061735053174,-0.005875399582889336
2005-04-29,0.01581871394669165,0.005588755870339222,-0.0032229675193107443,-0.00295238981691117,0.006297873213690453,0.0013181830267140259
2005-05-02,-0.006307136538169628,-0.0022334800042797154,0.007181663245293898,0.0065771898148811615,0.00043726335356213494,0.0021718549053007232
2005-05-03,-0.0002669702885476244,-9.8077111686591e-05,0.006113137155346001,0.005598528996138201,0.0029230834333991884,0.002750225942225805
2005-05-04,-0.030117597229556335,-0.010674187809296255,0.01011116769035112,0.009529387432340627,-0.010003214769602607,-0.0005724001884778128
2005-05-05,0.002192512759115691,0.0007659993283200457,0.003733483630864117,0.003521599289178818,0.002962998194989904,0.002143799308749432
2005-05-06,-0.0053139609990339644,-0.0018692371028665208,0.004351767604725285,0.004104847756576069,-0.0004810966971543395,0.0011178053268547743
2005-05-09,0.005546297907806352,0.0019433852875538069,0.002860525456397356,0.002698107918086013,0.004203411682101854,0.00232074660281991
2005-05-10,0.02826771487980705,0.009920007560800321,-0.0039808018410601,-0.0037555506431837934,0.012143456519373475,0.0030822284588082637
2005-05-11,0.0031349667844306765,0.0009403714533581253,-0.00236564130932218,-0.002285369662927619,0.000384662737554248,-0.0006724991047847469
2005-05-12,0.024264172746959124,0.008078289146511337,0.0034550611840389214,0.00332935470514105,0.013859616965499023,0.005703821925826193
2005-05-13,0.010236976946611501,0.0034060012680448472,-0.002135826581382023,-0.0020584540622210074,0.004050575182614738,0.0006737736029119197
2005-05-16,-0.019896181721139387,-0.006630986451179179,-0.00172511093020478,-0.0016626569224551444,-0.010810646325672083,-0.004146821686817162
2005-05-17,-0.0006938472161051072,-0.00023492297397961821,0.00030130022847040997,0.0002901484753774967,-0.00019627349381734857,2.7612750698939236e-05
2005-05-18,-0.0193159988742532,-0.007061256181663326,0.0062041777799419495,0.007826539167790102,-0.006555910547155624,0.00038264149306338854
2005-05-19,0.0034797426465693827,0.0012504762870921432,0.007815560345749616,0.009810709608480702,0.005647651496159499,0.005530592947786423
2005-05-20,0.013073009398284284,0.004707977409628127,-0.0008402779071119206,-0.0010531689092045074,0.006116365745586182,0.0018274042502118097
2005-05-23,0.01322780607559395,0.004763767548630291,0.008511377090702842,0.010684024054397478,0.010869591583148396,0.0077238958015138845
2005-05-24,-0.01291948086634618,-0.00465995393152846,1.5361934310197268e-05,2.0738322025038942e-05,-0.006452059466017991,-0.00231960780475171
2005-05-25,0.003287785893548276,0.0011787335946389058,0.008543077834303078,0.012337446782757128,0.005915431863925677,0.006758090188698018
2005-05-27,-0.031034353729296284,-0.012030137105578551,0.008137603565028483,0.011689677458040225,-0.0114483750821339,-0.0001702298237691629
2005-05-30,-0.005982648494781771,-0.002321935215317564,0.006858641602475325,0.009852838782259453,0.00043799655384677726,0.0037654517834709443
2005-05-31,0.009245668005034582,0.0035794423414216288,-0.010089792673144568,-0.014488416456668858,-0.00042206233405499256,-0.005454487057623615
2005-06-01,-0.02872584198912996,-0.011135527424130784,-0.009724646636538256,-0.013963995573183311,-0.01922524431283411,-0.012549761498657048
2005-06-02,-0.02606939147866962,-0.009659846130956598,0.003901244838300216,0.0041676354180980955,-0.011084073320184702,-0.0027461053564292503
2005-06-03,0.010994720999570986,0.004028818772945134,0.007740686904414198,0.008249335929781587,0.009367703951992592,0.00613907735136336
2005-06-06,0.031430479314376744,0.011523862410913304,-0.022172367972914185,-0.023627888609777,0.004629055670731278,-0.0060520130994318475
2005-06-07,0.021447865474811624,0.007862626786771175,-0.0016853122844455372,-0.0017955990955846718,0.009881276595183043,0.003033513845593252
2005-06-08,0.01365497131725859,0.005004495423247934,0.007413069781430991,0.00790020660697694,0.01053402054934479,0.006452351015112438
2005-06-09,0.009383632054662975,0.003135936128056487,-0.017013471736915583,-0.01356048670840401,-0.0038149198411263027,-0.0052122752901737615
2005-06-10,-0.018364915056830106,-0.006340746965988489,0.006215599626442386,0.004941283997063289,-0.00607465771519386,-0.0006997314844625999
2005-06-13,0.002672944858608619,0.0009185848398390748,0.008226306157067466,0.006540136248311245,0.005449625507838042,0.00372936054407516
2005-06-14,-0.03310344946280859,-0.011426431156997244,0.008204793238552756,0.006523029834384462,-0.012449328112127919,-0.0024517006613063905
2005-06-15,0.01092506836810795,0.0037660656624566072,-0.002692185378837939,-0.002141913820421131,0.004116441494635005,0.000812075921017738
2005-06-16,-0.010037364735853694,-0.0034365773360128583,0.012463543374403373,0.008449061989091594,0.0012130893192748408,0.0025062423265393686
2005-06-17,-0.012571941915320926,-0.004177899096302866,0.01251221375398507,0.008529967693912397,-2.9864080667927908e-05,0.002176034298804766
2005-06-20,0.0025100150915133017,0.0008295473540232531,0.0013450665695367294,0.000915351546268858,0.0019275408305250155,0.0008724494501460556
2005-06-21,0.013147965776483382,0.0043615139530567525,0.004072027981920766,0.0027748026721264875,0.008609996879202074,0.00356815831259162
2005-06-22,0.0024193636460172756,0.0007994496512675489,0.0034967345590743164,0.002382523559575675,0.002958049102545796,0.001590986605421612
2005-06-23,0.03412835836168817,0.011628780093075691,-0.009221688414383745,-0.00609563384675235,0.01245333497365221,0.0027665731231616714
2005-06-24,-0.0033608591535414156,-0.0011589811756072671,0.0028872738964258815,0.001889737526640302,-0.0002367926285577672,0.00036537817551651747
2005-06-27,-0.011691736176391418,-0.004022560845848245,0.0025540085585109484,0.0016713859990932674,-0.004568863808940235,-0.0011755874233774887
2005-06-28,-0.0006780216709517753,-0.00023680709325885432,0.006292678965988499,0.004120918853530086,0.002807328647518362,0.0019420558801356161
2005-06-29,0.006053642198589606,0.0020770736363260665,0.006704125940787611,0.004390494069524869,0.006378884069688609,0.003233783852925468
2005-06-30,0.003544391536939504,0.0011802041840210827,0.002339577999272178,0.00159514732238581,0.002941984768105841,0.0013876757532034463
2005-07-01,-0.009669731478241426,-0.003494895319482016,0.0024925125699521234,0.0017472064106820737,-0.0035886094541446516,-0.0008738444543999712
2005-07-04,0.011218700460838607,0.004046846287035874,-0.010334371286649388,-0.0072529811149265,0.0004421645870946094,-0.0016030674139453128
2005-07-05,0.015482173580127184,0.005586167797898187,0.0025629401349411,0.0017966230343109337,0.009022556857534142,0.0036913954161045606
2005-07-06,0.007112007862208697,0.002564130182419057,-0.009252668470275144,-0.006493987090876252,-0.0010703303040332233,-0.0019649284542285973
2005-07-07,0.0032912333648954565,0.0013492363678110535,0.0008944341928747203,0.0006963575492857157,0.0020928337788850885,0.0010227969585483846
2005-07-08,0.0018120701928132708,0.000787937436395373,0.00924671739734318,0.007501544547805736,0.005529393795078226,0.0041447409921005545
2005-07-11,-0.023571955720018002,-0.010294826289320607,0.008224892496818702,0.00667245396129322,-0.00767353161159965,-0.0018111861640136937
2005-07-12,-0.020078590799945215,-0.008769609676722488,0.006921835619313935,0.005615176740631365,-0.00657837759031564,-0.0015772164680455615
2005-07-13,-0.011823222606516234,-0.005165284048047641,-0.0049435034379701065,-0.004012148756255798,-0.00838336302224317,-0.0045887164021517195
2005-07-14,-0.001916811810466763,-0.0009804714826031472,0.0025155257462912187,0.0023879564205933476,0.0002993569679122278,0.0007037424689951
2005-07-15,0.02763744805996473,0.012940131568319461,0.0008348701977398885,0.0007947267458368281,0.014236159128852309,0.006867429157078144
2005-07-18,-0.0032170390006456134,-0.001509641883681321,0.005833839936693855,0.005554962716525259,0.0013084004680241207,0.0020226604164219693
2005-07-19,0.0026827512654093028,0.0012533479074419993,-0.0049926453863455705,-0.004754486542442783,-0.0011549470604681339,-0.0017505693175003916
2005-07-20,-0.01646605990757343,-0.007714423385634505,-0.003174376635920233,-0.003023052114523134,-0.009820218271746832,-0.0053687377500788195
2005-07-21,-0.004771926678245008,-0.002148306897762548,0.0054041489499692015,0.005705224574485141,0.000316111135862097,0.0017784588383612965
2005-07-22,0.018159985295587495,0.007835527776058816,-0.014629574311458608,-0.015421480083857235,0.0017652054920644438,-0.003792976153899209
2005-07-25,0.03457804470723592,0.014922399242535075,-0.021557417612979128,-0.02272447735232555,0.006510313547128393,-0.0039010390548952375
2005-07-26,-0.013030273905786816,-0.005627778234966578,-0.014612792483799986,-0.015403789492973932,-0.0138215331947934,-0.010515783863970255
2005-07-27,-0.01819268518164481,-0.007856138131333896,0.009380515298670719,0.009888794875735046,-0.004406084941487046,0.0010163283722005756
2005-07-28,-0.02825337656529434,-0.011362368684955035,0.009758762747011953,0.00689339687841172,-0.009247306909141193,-0.0022344859032716567
2005-07-29,0.00170483715206382,0.0006765331768881476,0.013217098331020583,0.009395596114229394,0.0074609677415422015,0.005036064645558771
2005-08-01,-0.00912249845820478,-0.0036419117898682154,0.005598799678222416,0.003979048785729623,-0.0017618493899911813,0.00016856849793070368
2005-08-02,-0.017962515625740125,-0.007167721741392922,0.011304145865522433,0.008035502733965904,-0.0033291848801088454,0.00043389049628649105
2005-08-03,0.003507762289745822,0.001395623566852352,0.01668443615372152,0.01186084462659361,0.01009609922173367,0.0066282340967229805
2005-08-04,-0.010003321812853624,-0.00392337723442403,0.004613768019750661,0.0028218072866281595,-0.0026947768965514805,-0.0005507849738979353
2005-08-05,0.0010941693448107423,0.00041509765172340654,0.0035212328740610375,0.002196109849519446,0.00230770110943589,0.0013056037506214261
2005-08-08,0.006558870983913918,0.0025058749125616495,-0.004388287792128403,-0.0027416940675812863,0.0010852915958927576,-0.0001179095775098186
2005-08-09,0.020995026354471348,0.008029101499483366,-0.0016357188683322483,-0.0010233035117401283,0.00967965374306955,0.0035028989938716195
2005-08-10,-0.007094602547778737,-0.0027179001216055634,0.01715844630025598,0.01070963281963457,0.0050319218762386216,0.003995866349014504
2005-08-11,0.01840602778457377,0.007138750317328558,-0.017236595969726393,-0.010479499984519717,0.0005847159074236889,-0.0016703748335955791
2005-08-12,-0.011232628629573416,-0.004417710151865414,-0.024852893986219815,-0.01502349634129929,-0.018042761307896615,-0.009720603246582353
2005-08-15,-0.01502514911855897,-0.005908109402025372,0.014708971581375893,0.008887928696384852,-0.00015808876859153804,0.0014899096471797403
2005-08-16,0.011483031422048241,0.004509177074228721,-0.0002821111173877046,-0.00017277016203336618,0.005600460152330268,0.0021682034560976775
2005-08-17,-0.01170156523106134,-0.004601994656394778,-0.0015660143201404531,-0.0009487688351952966,-0.006633789775600897,-0.0027753817457950368
2005-08-18,0.0193765720638626,0.007653318771934662,-0.0057533911814309936,-0.00287488601746037,0.006811590441215804,0.002389216377237146
2005-08-19,0.010223174338821056,0.004083808465611551,-0.028157760421745642,-0.013681074523545023,-0.008967293041462293,-0.004798633028966736
2005-08-22,-0.0224504078917794,-0.008979131488476174,0.01241392265596112,0.006027346628572233,-0.00501824261790914,-0.0014758924299519704
2005-08-23,0.018754536251316657,0.007494657866910057,-0.002301013467195321,-0.0011206969412796604,0.008226761392060668,0.0031869804628151988
2005-08-24,0.002836434415395204,0.0011305803991216656,-0.0051562711674280745,-0.002507689468709054,-0.0011599183760164352,-0.0006885545347936942
2005-08-25,-0.02527398143755619,-0.010959976346111932,0.0017390703401423382,0.0007663389601666862,-0.011767455548706927,-0.005096818692972622
2005-08-26,0.011910337498097147,0.005119804342593115,0.003626191473028264,0.0017616689027936847,0.007768264485562705,0.0034407366226934
2005-08-29,-0.009995306035114553,-0.004302593783191571,0.006123202619111707,0.0029767817978575816,-0.0019360517080014227,-0.0006629059926669947
2005-08-30,-0.007289302978429329,-0.0031386454111192426,0.006154982724702724,0.0029922468534183894,-0.0005671601268633023,-7.319927885042679e-05
2005-08-31,-0.015267509800856983,-0.006570356554267901,0.009954634737023758,0.004841259888129322,-0.002656437531916612,-0.0008645483330692891
2005-09-01,0.003518295042151632,0.0014315171117585976,0.001011851237812789,0.0004640754257780191,0.0022650731399822105,0.0009477962687683083
2005-09-02,-0.012058561372474824,-0.005212738987569934,0.008784961710576217,0.004660722355121381,-0.0016367998309493035,-0.0002760083162242764
2005-09-05,-0.0064595665008348735,-0.002793882729597768,0.006292033846585193,0.003337378174037145,-8.376632712483985e-05,0.0002717477222196883
2005-09-06,-0.010966762378414631,-0.004741064179899198,0.0019858424989041214,0.001051482402682587,-0.004490459939755255,-0.0018447908886083052
2005-09-08,0.0016434887622843795,0.0007067680802768634,0.0033229044374411053,0.0017612474791896292,0.0024831965998627424,0.0012340077797332464
2005-09-09,-0.01609270298697697,-0.00737186815451665,0.0014131010562189361,0.0007129221135827988,-0.007339800965379016,-0.003329473020466925
2005-09-12,0.008282829339234535,0.003747278658377641,-0.0003777160155806621,-0.00021168769413673497,0.0039525566618269364,0.001767795482120453
2005-09-13,0.008030886489229012,0.0036332007478097304,-0.0025306790838870376,-0.001403760487846613,0.0027501037026709876,0.0011147201299815588
2005-09-14,-0.005422519024743882,-0.002458404515142536,-0.0007625253584619897,-0.0004247525419118797,-0.0030925221916029357,-0.001441578528527208
2005-09-15,-0.010177661187607675,-0.0046114986886068195,0.012917614350877996,0.007149795578173986,0.0013699765816351606,0.0012691484447835833
2005-09-16,-0.014773708186824367,-0.007257680526946856,0.003668183079559372,0.0025903545682656663,-0.005552762553632498,-0.0023336629793405945
2005-09-19,-0.008020014540611095,-0.003899360037820972,0.0019541397297175678,0.001401722566278681,-0.0030329374054467633,-0.0012488187357711457
2005-09-20,0.0012650404529478158,0.000611665726612797,-0.0013205500331656935,-0.0009499419020110338,-2.775479010893879e-05,-0.00016913808769911836
2005-09-21,-0.025183625504317738,-0.01223808192172032,0.005826646285101992,0.004182699308789479,-0.009678489609607873,-0.004027691306465421
2005-09-22,0.005855279308020555,0.0028417748379215,0.0038378557075603556,0.002754482141751303,0.004846567507790455,0.0027981284898364015
2005-09-23,0.019219301538003067,0.011293738765269172,0.003478977930240533,0.005663897967962668,0.0113491397341218,0.008478818366615919
2005-09-26,-0.005600010410211003,-0.0033116022092904286,0.0049150031885592145,0.007872990707369052,-0.000342503610825894,0.002280694249039312
2005-09-27,-0.009252358062407349,-0.005469916986948686,0.0027678578179371025,0.004435133313434073,-0.003242250122235123,-0.0005173918367573063
2005-09-28,0.013604895187969996,0.008037326070075217,0.004990920800689764,0.007994544621586457,0.00929790799432988,0.008015935345830838
2005-09-29,-0.00415984047404649,-0.0024605495846330224,0.008976119020065983,0.014375362312011147,0.002408139273009747,0.005957406363689062
2005-09-30,0.011152540397550087,0.00671240964316272,0.0013878488531097809,0.0024170107508695096,0.006270194625329934,0.004564710197016115
2005-10-03,0.007900061134751713,0.004795897179756877,-0.004715272618551547,-0.007855343710897958,0.0015923942581000832,-0.00152972326557054
2005-10-04,-0.0186663653906867,-0.011339352231821186,-0.0032519668521994063,-0.005416387191024309,-0.010959166121443053,-0.008377869711422747
2005-10-05,-0.036511282744990624,-0.02217755028472774,-0.011086607171521542,-0.018474729150074108,-0.023798944958256085,-0.020326139717400923
2005-10-06,-0.031773083712845984,-0.019299781870065508,-0.008308825165446803,-0.013844876872929915,-0.020040954439146396,-0.01657232937149771
2005-10-07,0.024664439642845003,0.009441522345596991,0.011589020827180364,0.013086038047563772,0.018126730235012684,0.011263780196580381
2005-10-10,0.009432897263012824,0.0036439241800621256,0.011423328848580367,0.012880107074745656,0.010428113055796596,0.00826201562740389
2005-10-11,0.010420656866315308,0.004025862288706819,0.0020277929617740185,0.002286989558206594,0.006224224914044663,0.0031564259234567065
