date,iv7,iv30,slope,dvol
2022-06-11,0.670744,0.652918,-0.017826,0.7143
2022-06-17,1.083304,0.982807,-0.100497,1.1111
2022-06-18,1.406148,1.007405,-0.398743,1.2211
2022-06-19,1.289178,0.954235,-0.334944,1.1322
2022-06-22,1.369255,1.124905,-0.24435,0.9943
2022-06-23,1.228384,1.109869,-0.118515,0.9723
2022-06-24,1.434863,1.144412,-0.290451,0.9203
2022-06-25,1.471148,1.154893,-0.316256,0.8843
2022-06-26,1.34023,1.412209,0.071979,0.871
2022-06-29,0.978093,0.943508,-0.034584,0.8895
2022-06-30,0.877792,0.812958,-0.064834,0.9632
2022-07-01,0.895327,0.839247,-0.05608,0.9362
2022-07-02,0.83457,0.839672,0.005102,0.9196
2022-07-03,0.822738,0.871637,0.048899,0.93
2022-07-06,0.845713,0.793867,-0.051846,0.8271
2022-07-07,0.833131,0.935016,0.101886,0.8244
2022-07-08,1.248866,1.541372,0.292507,0.8238
2022-07-09,1.208072,1.295753,0.087682,0.7862
2022-07-15,0.760867,0.70261,-0.058257,0.7887
2022-07-16,0.728633,0.694852,-0.033781,0.7847
2022-07-17,1.052711,1.159678,0.106967,0.8235
2022-07-20,1.002958,0.88479,-0.118168,0.8011
2022-07-21,0.984229,0.989526,0.005297,0.8385
2022-07-22,0.766995,0.749196,-0.017799,0.8152
2022-07-23,0.77063,0.772801,0.002171,0.833
2022-07-24,0.851354,0.747877,-0.103477,0.8005
2022-07-27,0.780783,0.746667,-0.034116,0.8146
2022-07-28,0.762137,0.718156,-0.043981,0.7652
2022-07-29,0.997346,0.763697,-0.233649,0.7618
2022-07-30,0.697218,0.735205,0.037986,0.762
2022-07-31,0.769069,0.778891,0.009822,0.7772
2022-08-03,0.762824,0.722324,-0.0405,0.7661
2022-08-04,0.662924,0.677405,0.014481,0.7343
2022-08-05,0.687034,0.679407,-0.007627,0.7221
2022-08-06,0.710096,0.751838,0.041742,0.7225
2022-08-12,0.6913,0.64179,-0.04951,0.7067
2022-08-13,0.64842,0.737767,0.089347,0.7023
2022-08-19,0.759732,0.730466,-0.029266,0.8238
2022-08-20,0.686662,0.699077,0.012415,0.7856
2022-08-21,0.669744,0.712722,0.042978,0.7793
2022-08-24,0.682301,0.69457,0.012269,0.7582
2022-08-25,0.71834,0.82992,0.11158,0.7342
2022-08-26,0.658612,0.673191,0.014579,0.7421
2022-08-27,0.638441,0.919231,0.280789,0.7079
2022-08-28,0.631555,0.891358,0.259803,0.7278
2022-08-31,0.628996,1.261514,0.632519,0.7277
2022-09-01,0.641009,0.697503,0.056494,0.7718
2022-09-02,0.634349,1.036955,0.402606,0.763
2022-09-03,0.589343,0.662164,0.072821,0.7415
2022-09-04,0.627017,0.671861,0.044844,0.7579
2022-09-07,0.716372,0.728651,0.012279,0.8219
2022-09-08,0.669469,0.664827,-0.004643,0.7573
2022-09-09,0.725878,1.088273,0.362394,0.7663
2022-09-10,0.867268,1.514654,0.647385,0.7367
2022-09-16,0.854626,0.678157,-0.176469,0.7467
2022-09-17,0.605175,0.663764,0.058589,0.694
2022-09-18,0.619031,0.640348,0.021317,0.6804
2022-09-21,0.77157,0.700962,-0.070608,0.7624
2022-09-22,0.685998,0.713298,0.0273,0.753
2022-09-23,0.638529,0.703272,0.064743,0.7421
2022-09-24,0.593442,0.679442,0.086001,0.7359
2022-09-25,0.635562,0.645837,0.010275,0.7228
2022-09-28,0.718221,0.699707,-0.018514,0.8085
2022-09-29,0.664922,0.699518,0.034596,0.8054
2022-09-30,0.66606,0.699817,0.033757,0.7611
2022-10-01,0.590594,0.618741,0.028147,0.7067
2022-10-02,0.645502,0.642217,-0.003285,0.7195
2022-10-05,0.767714,0.931268,0.163554,0.7034
2022-10-06,0.780449,0.947222,0.166773,0.7147
2022-10-07,0.621894,0.799443,0.177549,0.6862
2022-10-08,0.523134,0.645944,0.122811,0.6529
2022-10-14,0.497705,0.570408,0.072703,0.6426
2022-10-15,0.443878,0.542692,0.098813,0.6222
2022-10-16,0.473249,0.563739,0.09049,0.6167
2022-10-19,0.505157,0.553759,0.048602,0.6127
2022-10-20,0.472708,0.540811,0.068103,0.6056
2022-10-21,0.441606,0.543671,0.102065,0.616
2022-10-22,0.429078,0.524097,0.095019,0.6055
2022-10-23,0.405695,0.548019,0.142324,0.6218
2022-10-26,0.553072,0.822981,0.26991,0.6443
2022-10-27,0.569708,0.826,0.256292,0.6418
2022-10-28,0.508616,0.654439,0.145824,0.6078
2022-10-29,0.546379,0.694953,0.148574,0.5601
2022-10-30,0.517063,0.844421,0.327359,0.5999
2022-11-02,0.728932,0.876143,0.147212,0.6062
2022-11-03,0.464256,0.815171,0.350915,0.5431
2022-11-04,0.88346,0.858351,-0.02511,0.5399
2022-11-05,0.548695,0.847969,0.299274,0.5373
2022-11-11,1.158213,0.776184,-0.38203,0.9156
2022-11-12,0.892706,0.850996,-0.04171,1.0807
2022-11-18,0.643644,0.657205,0.013561,0.7543
2022-11-19,0.598898,0.625031,0.026132,0.7409
2022-11-20,0.626096,0.647591,0.021495,0.7287
2022-11-23,0.794819,0.751297,-0.043521,0.7675
2022-11-24,0.804443,0.724989,-0.079454,0.758
2022-11-25,0.570526,0.658918,0.088392,0.7147
2022-11-26,0.510611,0.629927,0.119316,0.6339
2022-11-27,0.522921,0.708879,0.185958,0.6492
2022-11-30,0.573835,0.582981,0.009145,0.6291
2022-12-01,0.533897,0.86189,0.327993,0.6374
2022-12-02,0.478755,0.534142,0.055388,0.6206
2022-12-03,0.429409,0.497646,0.068236,0.5858
2022-12-04,0.460461,0.512347,0.051886,0.6139
2022-12-07,0.627177,0.492926,-0.134252,0.5968
2022-12-08,0.537767,0.526877,-0.010891,0.6251
2022-12-09,0.472115,1.01986,0.547745,0.5603
2022-12-10,0.454878,0.989778,0.5349,0.5874
2022-12-16,0.353023,0.432297,0.079274,0.5382
2022-12-17,0.516685,0.562793,0.046108,0.6503
2022-12-18,0.472303,0.536345,0.064042,0.6203
2022-12-21,0.453878,0.540421,0.086543,0.6014
2022-12-22,0.394685,0.510551,0.115866,0.5745
2022-12-23,0.326968,0.458663,0.131695,0.5395
2022-12-24,0.308349,0.452913,0.144564,0.5279
2022-12-25,0.328625,0.469101,0.140476,0.5276
2022-12-28,0.384324,0.469335,0.085011,0.5465
2022-12-29,0.431536,0.489873,0.058337,0.5566
2022-12-30,0.320875,0.427877,0.107001,0.5403
2022-12-31,0.297164,0.424017,0.126853,0.4966
2023-01-01,0.289048,0.427282,0.138235,0.4762
2023-01-04,0.401756,0.374382,-0.027374,0.4277
2023-01-05,0.364762,0.396539,0.031776,0.4709
2023-01-06,0.316176,0.346936,0.03076,0.4456
2023-01-07,0.28695,0.33154,0.044591,0.4183
2023-01-13,0.426477,0.469483,0.043006,0.4907
2023-01-14,0.577111,0.579389,0.002278,0.5953
2023-01-15,0.742866,0.892796,0.14993,0.6788
2023-01-18,0.779092,0.888895,0.109803,0.6119
2023-01-19,0.718481,0.820698,0.102217,0.6188
2023-01-20,0.590115,0.646776,0.05666,0.5436
2023-01-21,1.564027,0.560917,-1.00311,0.6134
2023-01-22,0.635928,0.586885,-0.049043,0.626
2023-01-25,0.611968,0.57519,-0.036778,0.6089
2023-01-26,0.545008,0.557547,0.012539,0.5971
2023-01-27,0.519509,0.538274,0.018765,0.5741
2023-01-28,0.484391,0.509057,0.024665,0.5464
2023-01-29,0.515805,0.487628,-0.028177,0.5327
2023-02-01,0.609755,0.569195,-0.04056,0.5981
2023-02-02,0.513917,0.519958,0.006041,0.5549
2023-02-03,0.51969,0.538646,0.018955,0.5693
2023-02-04,0.466148,0.488357,0.022209,0.5345
2023-02-10,0.432351,0.432416,6.5e-05,0.4884
2023-02-11,0.430116,0.435695,0.005579,0.48
2023-02-17,0.975042,0.534028,-0.441014,0.5607
2023-02-18,1.409393,0.567336,-0.842057,0.599
2023-02-19,0.575713,0.79542,0.219706,0.5786
2023-02-22,0.70288,0.571296,-0.131584,0.6052
2023-02-23,0.696561,0.534,-0.162561,0.5674
2023-02-24,0.469778,0.493948,0.02417,0.5337
2023-02-25,0.413666,0.465533,0.051867,0.4862
2023-02-26,0.487663,0.498096,0.010433,0.5041
2023-03-01,0.596973,0.507433,-0.08954,0.5548
2023-03-02,0.460693,0.510799,0.050106,0.5458
2023-03-03,0.461382,0.505757,0.044375,0.5329
2023-03-04,0.398199,0.47779,0.079591,0.5104
2023-03-05,0.449822,0.454185,0.004364,0.5204
2023-03-08,0.466778,0.473015,0.006237,0.5254
2023-03-09,0.437768,0.459419,0.021651,0.5026
2023-03-10,0.574487,0.531321,-0.043167,0.5812
2023-03-11,0.661027,0.541766,-0.119261,0.596
2023-03-17,0.820597,0.660749,-0.159848,0.6313
2023-03-18,0.807458,0.620658,-0.1868,0.6618
2023-03-19,0.745024,0.739902,-0.005122,0.6786
2023-03-22,0.765195,0.66812,-0.097075,0.7087
2023-03-23,0.574543,0.577743,0.0032,0.6141
2023-03-24,0.613279,0.631591,0.018311,0.6549
2023-03-25,0.582352,0.617826,0.035473,0.6328
2023-03-26,0.627138,0.593573,-0.033565,0.6151
2023-03-29,0.65445,0.580906,-0.073545,0.6135
2023-03-30,0.768606,0.683272,-0.085333,0.6342
2023-03-31,0.564146,0.555187,-0.008959,0.5898
2023-04-01,0.590417,0.587591,-0.002826,0.5789
2023-04-02,0.625738,0.616612,-0.009126,0.5833
2023-04-05,0.617606,0.62405,0.006443,0.5838
2023-04-06,0.522956,0.531855,0.008899,0.5677
2023-04-07,0.50285,0.516903,0.014053,0.5603
2023-04-08,0.471785,0.534931,0.063147,0.5508
2023-04-14,1.439765,0.527356,-0.912409,0.5667
2023-04-15,1.177175,0.507131,-0.670044,0.5337
2023-04-16,1.425321,0.990954,-0.434367,0.544
2023-04-19,1.220635,1.1077,-0.112935,0.5477
2023-04-20,0.748993,0.991509,0.242516,0.545
2023-04-21,0.480003,0.68339,0.203387,0.5526
2023-04-22,0.449861,0.565429,0.115567,0.5373
2023-04-23,0.494695,0.730597,0.235902,0.5429
2023-04-26,0.546722,0.871853,0.325132,0.5274
2023-04-27,0.753906,1.004208,0.250302,0.544
2023-04-28,0.979654,0.961653,-0.018002,0.5259
2023-04-29,0.859544,0.928524,0.068979,0.5069
2023-04-30,0.979091,1.203958,0.224867,0.5038
2023-05-03,0.548809,0.975277,0.426468,0.5311
2023-05-04,0.681172,1.187829,0.506657,0.5396
2023-05-05,0.697143,1.247937,0.550794,0.5215
2023-05-06,0.787095,1.381604,0.594509,0.5119
2023-05-12,0.477319,0.45632,-0.020998,0.5179
2023-05-13,0.41824,0.451185,0.032945,0.4962
2023-05-19,0.407388,0.403029,-0.004359,0.4552
2023-05-20,0.384807,0.409737,0.02493,0.4707
2023-05-21,0.365483,0.444534,0.079052,0.4566
2023-05-24,0.456795,0.452567,-0.004228,0.4925
2023-05-25,0.409208,0.452369,0.043161,0.4991
2023-05-26,0.381037,0.416812,0.035775,0.4624
2023-05-27,0.368959,0.404557,0.035598,0.453
2023-05-28,0.533614,0.431783,-0.101831,0.4417
2023-05-31,0.494365,0.417111,-0.077253,0.453
2023-06-01,0.479759,0.381259,-0.0985,0.4367
2023-06-02,0.336211,0.353144,0.016934,0.4106
2023-06-03,0.312909,0.355421,0.042512,0.4055
2023-06-04,0.300622,0.345952,0.04533,0.4007
2023-06-07,0.598368,0.435425,-0.162943,0.4238
2023-06-08,0.463792,0.386117,-0.077674,0.4342
2023-06-09,0.408694,0.373639,-0.035055,0.4067
2023-06-10,0.430169,0.404765,-0.025405,0.4343
2023-06-16,0.360866,0.398475,0.037609,0.4459
2023-06-17,0.660744,0.384866,-0.275878,0.4335
2023-06-18,0.703316,0.397189,-0.306126,0.4324
2023-06-21,1.305509,0.701548,-0.60396,0.5242
2023-06-22,1.517015,0.744707,-0.772308,0.5458
2023-06-23,1.206523,0.562457,-0.644066,0.4971
2023-06-24,1.12307,0.690006,-0.433064,0.501
2023-06-25,1.434428,0.823922,-0.610506,0.5077
2023-06-28,0.430208,0.786741,0.356532,0.4759
2023-06-29,0.429694,0.80728,0.377586,0.4749
2023-06-30,0.404474,0.702485,0.298011,0.4344
2023-07-01,0.377329,0.602127,0.224797,0.4572
2023-07-02,0.361874,0.837621,0.475746,0.4721
2023-07-05,0.421202,1.005386,0.584184,0.4583
2023-07-06,0.418722,0.97494,0.556218,0.4654
2023-07-07,0.419893,0.738992,0.319099,0.4712
2023-07-08,0.37465,0.869392,0.494742,0.45
2023-07-14,0.398415,0.401653,0.003239,0.4383
2023-07-15,0.337204,0.377801,0.040596,0.4195
2023-07-16,0.343474,0.590472,0.246998,0.4223
2023-07-19,0.866612,0.501125,-0.365487,0.41
2023-07-20,1.058865,0.569434,-0.48943,0.4104
2023-07-21,1.037168,0.411617,-0.625551,0.4036
2023-07-22,0.313228,0.399335,0.086107,0.3806
2023-07-23,0.322226,0.454396,0.13217,0.3793
2023-07-26,0.3346,0.347172,0.012572,0.3823
2023-07-27,0.319552,0.342938,0.023386,0.373
2023-07-28,0.300862,0.324227,0.023365,0.3648
2023-07-29,0.271068,0.302141,0.031072,0.3485
2023-07-30,0.252595,0.303224,0.050629,0.354
2023-08-02,0.334708,0.320386,-0.014322,0.3677
2023-08-03,0.321638,0.304619,-0.017019,0.3609
2023-08-04,0.27325,0.302644,0.029394,0.3542
2023-08-05,0.274997,0.282543,0.007546,0.3354
2023-08-11,0.287336,0.309144,0.021808,0.3536
2023-08-12,0.223575,0.267573,0.043999,0.3221
2023-08-18,0.655863,0.400341,-0.255522,0.43
2023-08-19,0.531597,0.388387,-0.14321,0.4216
2023-08-20,0.66062,1.452104,0.791484,0.4169
2023-08-23,0.334585,1.518306,1.183721,0.4036
2023-08-24,0.364843,1.218685,0.853842,0.4167
2023-08-25,0.356469,0.884437,0.527967,0.4104
2023-08-26,0.281512,0.997548,0.716037,0.3592
2023-08-27,0.315076,1.295613,0.980537,0.3555
2023-08-30,0.597758,0.415538,-0.18222,0.3857
2023-08-31,0.535252,0.40516,-0.130093,0.3769
2023-09-01,0.294089,0.957636,0.663547,0.3543
2023-09-02,0.260344,0.808098,0.547754,0.3623
2023-09-03,0.331386,0.367249,0.035863,0.3695
2023-09-06,0.470721,0.331989,-0.138732,0.3881
2023-09-07,0.343892,0.332072,-0.01182,0.3923
2023-09-08,0.395607,0.328311,-0.067296,0.4017
2023-09-09,0.297075,0.317135,0.020061,0.394
2023-09-15,0.489397,0.339488,-0.149909,0.4117
2023-09-16,0.403661,0.327174,-0.076486,0.3929
2023-09-17,0.422524,0.543224,0.1207,0.3838
2023-09-20,0.78056,0.727336,-0.053224,0.4281
2023-09-21,0.509584,0.650715,0.141132,0.4212
2023-09-22,0.288073,0.41743,0.129357,0.3931
2023-09-23,0.248417,0.394572,0.146155,0.3657
2023-09-24,0.256503,0.531097,0.274594,0.3752
2023-09-27,0.320412,0.318863,-0.001549,0.3763
2023-09-28,0.301836,0.407411,0.105575,0.3862
2023-09-29,0.456179,0.482498,0.026319,0.3854
2023-09-30,0.335822,0.38514,0.049318,0.3288
2023-10-01,0.403435,0.599345,0.195911,0.362
2023-10-04,0.314255,0.667638,0.353382,0.3752
2023-10-05,0.292939,0.843779,0.55084,0.372
2023-10-06,0.273422,0.815535,0.542114,0.3513
2023-10-07,0.501351,0.948658,0.447307,0.3574
2023-10-13,0.297061,0.293648,-0.003413,0.3622
2023-10-14,0.273073,0.299746,0.026673,0.3527
2023-10-15,0.291471,0.325253,0.033782,0.366
2023-10-18,0.332003,0.715676,0.383672,0.3999
2023-10-19,0.332478,0.662384,0.329906,0.404
2023-10-20,1.086356,0.687797,-0.398559,0.4277
2023-10-21,1.357839,0.742772,-0.615067,0.4319
2023-10-22,1.493733,0.934477,-0.559256,0.4627
2023-10-25,0.512964,0.683343,0.170379,0.5387
2023-10-26,0.557457,0.570042,0.012585,0.6064
2023-10-27,0.465849,0.581134,0.115285,0.5269
2023-10-28,0.412494,0.552051,0.139556,0.4898
2023-10-29,0.462552,0.754479,0.291926,0.514
2023-11-01,0.519819,0.50815,-0.011668,0.5586
2023-11-02,0.608571,0.573501,-0.03507,0.6093
2023-11-03,0.481685,0.535493,0.053808,0.5954
2023-11-04,0.476886,0.527778,0.050892,0.5976
2023-11-10,0.633531,0.559301,-0.074229,0.58
2023-11-11,0.997636,0.526446,-0.47119,0.5701
2023-11-17,0.489647,0.512138,0.022491,0.5506
2023-11-18,0.44534,0.500432,0.055092,0.5406
2023-11-19,0.450847,0.560278,0.109431,0.5374
2023-11-22,0.454389,0.523196,0.068807,0.5495
2023-11-23,0.525789,0.577927,0.052139,0.5535
2023-11-24,0.501589,0.519338,0.017749,0.523
2023-11-25,0.442684,0.519237,0.076554,0.5186
2023-11-26,0.435901,0.595577,0.159676,0.5295
2023-11-29,0.46114,0.686015,0.224875,0.5079
2023-11-30,0.466065,0.580117,0.114053,0.5206
2023-12-01,0.47876,0.521735,0.042975,0.5109
2023-12-02,0.524141,0.534764,0.010624,0.5121
2023-12-03,0.509934,0.758733,0.2488,0.5317
2023-12-06,0.506227,0.707004,0.200777,0.5493
2023-12-07,0.509978,0.736459,0.226481,0.5269
2023-12-08,0.463868,0.858415,0.394547,0.5244
2023-12-09,0.584707,0.632507,0.0478,0.5355
2023-12-15,0.490667,0.467128,-0.023539,0.5283
2023-12-16,0.399208,0.488743,0.089535,0.5386
2023-12-17,0.447648,0.541506,0.093858,0.5372
2023-12-20,0.469537,0.596708,0.127171,0.5747
2023-12-21,0.604504,0.651303,0.0468,0.5774
2023-12-22,0.609879,0.632831,0.022952,0.5855
2023-12-23,0.578281,0.614502,0.036221,0.5691
2023-12-24,0.655045,0.657342,0.002296,0.5685
2023-12-27,0.497878,0.643338,0.14546,0.6151
2023-12-28,0.547215,0.72025,0.173035,0.6303
2023-12-29,0.499959,0.657151,0.157192,0.6406
2023-12-30,0.525498,0.644255,0.118756,0.6232
2023-12-31,0.533912,0.672439,0.138527,0.6342
2024-01-03,0.709567,0.605178,-0.104388,0.6238
2024-01-04,0.729696,0.621351,-0.108345,0.6446
2024-01-05,0.821353,0.674023,-0.14733,0.6734
2024-01-06,0.817555,0.668642,-0.148914,0.6836
2024-01-12,0.562299,0.547097,-0.015201,0.5507
2024-01-13,0.489296,0.554841,0.065546,0.5513
2024-01-14,0.525139,0.531873,0.006734,0.5532
2024-01-17,0.491817,0.521627,0.02981,0.5284
2024-01-18,0.437667,0.482304,0.044637,0.4872
2024-01-19,0.43892,0.463744,0.024824,0.4643
2024-01-20,0.469299,0.455885,-0.013414,0.4681
2024-01-21,0.493614,0.458004,-0.03561,0.4808
2024-01-24,0.514116,0.46846,-0.045655,0.491
2024-01-25,0.422295,0.439433,0.017138,0.4638
2024-01-26,0.409974,0.405747,-0.004227,0.4362
2024-01-27,0.490501,0.436399,-0.054102,0.4256
2024-01-28,0.62913,0.61725,-0.01188,0.4347
2024-01-31,0.450807,0.804009,0.353202,0.4692
2024-02-01,0.403819,0.566647,0.162828,0.4509
2024-02-02,0.370237,0.81382,0.443584,0.4359
2024-02-03,0.335758,0.810556,0.474798,0.4256
2024-02-09,0.409954,0.42378,0.013826,0.4609
2024-02-10,0.378909,0.438017,0.059108,0.475
2024-02-16,0.505566,0.524819,0.019252,0.5521
2024-02-17,0.489489,0.509026,0.019537,0.5486
2024-02-18,0.548563,1.073569,0.525006,0.5579
2024-02-21,0.510253,1.111786,0.601533,0.5449
2024-02-22,0.538936,1.088005,0.549069,0.5553
2024-02-23,0.518799,1.207583,0.688784,0.5355
2024-02-24,0.471325,1.098646,0.627321,0.5248
2024-02-25,0.532547,1.159789,0.627243,0.5468
2024-02-28,0.87955,0.703454,-0.176097,0.5637
2024-02-29,0.81445,0.852998,0.038548,0.7041
2024-03-01,0.62348,0.698858,0.075378,0.6349
2024-03-02,0.595117,0.615468,0.020351,0.6443
2024-03-03,0.629978,0.655532,0.025554,0.6808
2024-03-06,0.864152,0.845049,-0.019102,0.7601
2024-03-07,0.738895,0.773845,0.03495,0.7007
2024-03-08,0.747414,0.784944,0.03753,0.7004
2024-03-09,0.768824,0.846199,0.077375,0.719
2024-03-15,0.812631,0.715926,-0.096705,0.7529
2024-03-16,0.723995,0.70557,-0.018424,0.7441
2024-03-17,0.834315,0.748484,-0.085831,0.7811
2024-03-20,0.838489,0.780257,-0.058231,0.7959
2024-03-21,0.984259,0.857204,-0.127054,0.7807
2024-03-22,0.830396,0.760187,-0.070209,0.7423
2024-03-23,0.729038,0.749406,0.020368,0.7432
2024-03-24,0.775316,0.751743,-0.023573,0.7398
2024-03-27,1.100597,0.860956,-0.239642,0.7486
2024-03-28,1.239322,0.890429,-0.348892,0.7687
2024-03-29,1.163304,0.808305,-0.354999,0.7457
2024-03-30,1.170697,0.784504,-0.386193,0.7264
2024-03-31,1.375459,0.913884,-0.461575,0.7601
2024-04-03,0.68956,0.716565,0.027005,0.7268
2024-04-04,0.648809,0.707546,0.058737,0.7119
2024-04-05,0.648728,0.704676,0.055948,0.7324
2024-04-06,0.601796,0.78218,0.180384,0.7189
2024-04-12,0.633957,0.652513,0.018555,0.683
2024-04-13,0.67436,0.652398,-0.021963,0.6753
2024-04-19,0.773269,0.700252,-0.073018,0.715
2024-04-20,0.664559,0.670899,0.006339,0.688
2024-04-21,0.787171,0.717279,-0.069892,0.7196
2024-04-24,0.638608,0.643419,0.004811,0.6543
2024-04-25,0.542545,0.592163,0.049618,0.5973
2024-04-26,0.513323,0.559842,0.046519,0.5634
2024-04-27,0.475907,0.528789,0.052881,0.5496
2024-04-28,0.550321,0.538828,-0.011493,0.5427
2024-05-01,0.635365,0.584072,-0.051292,0.62
2024-05-02,0.546944,0.570534,0.02359,0.6
2024-05-03,0.541383,0.535997,-0.005386,0.5614
2024-05-04,0.998459,0.707308,-0.291151,0.5714
2024-05-05,1.177701,0.819127,-0.358574,0.5814
2024-05-08,0.472672,0.672885,0.200213,0.5266
2024-05-09,0.52505,0.617114,0.092063,0.5469
2024-05-10,0.505933,0.727321,0.221388,0.5146
2024-05-11,0.492063,0.599925,0.107862,0.5368
2024-05-17,0.490269,0.511919,0.02165,0.5551
2024-05-18,0.43832,0.504766,0.066446,0.5662
2024-05-19,0.500635,1.064104,0.563469,0.5728
2024-05-22,1.044151,0.850952,-0.193199,0.5765
2024-05-23,1.098844,0.832385,-0.266459,0.5582
2024-05-24,1.356718,0.723624,-0.633095,0.5153
2024-05-25,0.839092,0.644938,-0.194155,0.5179
2024-05-26,0.730114,0.765606,0.035492,0.5234
2024-05-29,0.475255,0.983614,0.508359,0.5417
2024-05-30,0.444234,0.883585,0.439351,0.5322
